name,name_original,source_table,section,label_es,type,domain_min,domain_max,domain_levels,unit,notes
sulfatoferroso_frasco,SulfatoFerroso_frasco,nino,c. Salud en la niñez,Enseñó un frasco de sulfato ferroso,binary,,,No;Yes,,
otrosuplemento_frasco,OtroSuplemento_frasco,nino,c. Salud en la niñez,Enseñó un frasco de otro suplemento,binary,,,No;Yes,,
otrosupplemento_frasco_esp,OtroSupplemento_frasco_esp,nino,c. Salud en la niñez,"Enseñó un frasco de otro suplemento, especificado",factor,,,"desparacitante;vitamina a, d ,c;zinc;ZINC",,
noenseno_frasco,Noenseno_frasco,nino,c. Salud en la niñez,No Enseñó un frasco or sobre de ningún suplemento,binary,,,No;Yes,,
diarrea_sabe_vacuna,diarrea_sabe_vacuna,nino,c. Salud en la niñez,Sabe que hay una vacuna para prevenir la diarrea,factor,,,1;2;98,,
diarrea_tenido_2semanas,diarrea_tenido_2semanas,nino,c. Salud en la niñez,El niño ha tenido diarrea o asientos en las últimas dos semanas,factor,,,1;2;98,,
diarrea_sangre_2semanas,diarrea_sangre_2semanas,nino,c. Salud en la niñez,"Entre los que hay tenido diarrea en las últimas dos semanas, la diarrea tenía sangre",binary,,,1;2,,
diarrea_tomar_liquidos,diarrea_tomar_liquidos,nino,c. Salud en la niñez,"Cuando tuvo asientos o diarrea, la cantidad de líquidos que le dio al niño",factor,,,1;2;3;4,,
diarrea_cantidad_comida,diarrea_cantidad_comida,nino,c. Salud en la niñez,"Cuando tuvo asientos o diarrea, la cantidad de comida que le dio al niño",factor,,,1;2;3;4,,
diarrea_bebia_sed,diarrea_bebia_sed,nino,c. Salud en la niñez,"En los días que tuvo diarrea, el niño: Bebía agua u otros líquidos con mucha sed",binary,,,1;2,,
diarrea_desganado_beber,diarrea_desganado_beber,nino,c. Salud en la niñez,"En los días que tuvo diarrea, el niño: Estuvo desganado para mamar, beber agua y otros líquidos",binary,,,1;2,,
diarrea_ojos_hundidos,diarrea_ojos_hundidos,nino,c. Salud en la niñez,"En los días que tuvo diarrea, el niño: Tenía los ojos hundidos",factor,,,1;2;98,,
diarrea_orinada_poco,diarrea_orinada_poco,nino,c. Salud en la niñez,"En los días que tuvo diarrea, el niño: Orinaba poco o lloraba sin lágrimas",factor,,,1;2;98,,
diarrea_consulto,diarrea_consulto,nino,c. Salud en la niñez,Consultó con alguien o en algún lugar por la diarrea del niño,binary,,,1;2,,
diarrea_consulto_donde,diarrea_consulto_donde,nino,c. Salud en la niñez,Donde Consultó con alguien o en algún lugar por la diarrea del niño,factor,,,1;2;3;4;5;6;96,,
diarrea_consulto_donde_otro,diarrea_consulto_donde_otro,nino,c. Salud en la niñez,"Donde Consultó con alguien o en algún lugar por la diarrea del niño, otro especificado",factor,,,CURANDERA;ENFERMARA;HERMANA ENFERMERA;PROMOTOR DE SALUD;SU SUEGRA;SUEGRA,,
diarrea_tratamiento,diarrea_tratamiento,nino,c. Salud en la niñez,Hizo algo o le dio algo al niño para aliviar la diarrea,binary,,,1;2,,
diarrea_tratamiento_purgantes,diarrea_tratamiento_purgantes,nino,c. Salud en la niñez,"Para tratar la diarrea, le dio purgantes",factor,,,1;2;3,,
diarrea_tratamiento_suerocasero,diarrea_tratamiento_suerocasero,nino,c. Salud en la niñez,"Para tratar la diarrea, le dio suero casero",factor,,,1;2;3;98,,
diarrea_tratamiento_sales,diarrea_tratamiento_sales,nino,c. Salud en la niñez,"Para tratar la diarrea, le dio sales de rehidratación o suero oral",factor,,,1;2;3,,
diarrea_tratamiento_suerovenas,diarrea_tratamiento_suerovenas,nino,c. Salud en la niñez,"Para tratar la diarrea, le pusieron suero en las venas",binary,,,3,,
diarrea_tratamiento_antibioticos,diarrea_tratamiento_antibioticos,nino,c. Salud en la niñez,"Para tratar la diarrea, le dio antibióticos",factor,,,1;2;3;98,,
diarrea_tratamiento_antidiarr,diarrea_tratamiento_antidiarr,nino,c. Salud en la niñez,"Para tratar la diarrea, le dio antidiarreicos",factor,,,1;2;3,,
diarrea_tratamiento_zinc,diarrea_tratamiento_zinc,nino,c. Salud en la niñez,"Para tratar la diarrea, le dio zinc",factor,,,1;2;3;98,,
diarrea_tratamiento_remedios,diarrea_tratamiento_remedios,nino,c. Salud en la niñez,"Para tratar la diarrea, le dio remedios caseros",factor,,,1;2;3,,
diarrea_tratamiento_remedios_esp,diarrea_tratamiento_remedios_esp,nino,c. Salud en la niñez,"Para tratar la diarrea, le dio remedios caseros, especificados",text,,,,,
diarrea_tratamiento_hospital,diarrea_tratamiento_hospital,nino,c. Salud en la niñez,"Para tratar la diarrea, le hospitalizaron",binary,,,1;2,,
diarrea_notratamiento_razon,diarrea_notratamiento_razon,nino,c. Salud en la niñez,Porque no hizo nada para aliviar la diarrea del niño,factor,,,1;2;5;6;7;96,,
diarrea_notratamiento_razon_otro,diarrea_notratamiento_razon_otro,nino,c. Salud en la niñez,Otra razón por no hacer nada para aliviar la diarrea del niño,binary,,,INTOLERANTE A LA LACTOSA;POR EDAD,,
neumonia_sabe_vacuna,neumonia_sabe_vacuna,nino,c. Salud en la niñez,Sabe que hay una vacuna para prevenir la neumonia,factor,,,1;2;98,,
tos_tenido_2semanas,tos_tenido_2semanas,nino,c. Salud en la niñez,El niño ha tenido tos en las últimas dos semanas,binary,,,1;2,,
tos_desganado_beber,tos_desganado_beber,nino,c. Salud en la niñez,"En los días que tuvo tos, el niño: estaba desganado para mamar, beber agua u otros líquidos",binary,,,1;2,,
tos_ruido_respirar,tos_ruido_respirar,nino,c. Salud en la niñez,"En los días que tuvo tos, el niño: hacia ruido al respirar, le silbaba o le roncaba el pecho",binary,,,1;2,,
tos_hundia_pecho,tos_hundia_pecho,nino,c. Salud en la niñez,"En los días que tuvo tos, el niño: se le hundía el pecho",factor,,,1;2;98,,
tos_respiraba_rapido,tos_respiraba_rapido,nino,c. Salud en la niñez,"En los días que tuvo tos, el niño: respiraba más rápido que de costumbre con respiraciones cortas y rápidas",binary,,,1;2,,
tos_dificultad_respirar,tos_dificultad_respirar,nino,c. Salud en la niñez,"En los días que tuvo tos, el niño: tenía dificultad para respirar",binary,,,1;2,,
tos_consulto,tos_consulto,nino,c. Salud en la niñez,Consultó con alguien o en algún lugar por la tos del niño,binary,,,1;2,,
tos_consulto_donde,tos_consulto_donde,nino,c. Salud en la niñez,Donde Consultó con alguien o en algún lugar por la tos del niño,factor,,,1;2;3;4;5;6;7;96,,
tos_tratamiento,tos_tratamiento,nino,c. Salud en la niñez,Hizo algo o le dio algo al niño para aliviar la tos,binary,,,1;2,,
tos_tratamiento_descongest,tos_tratamiento_descongest,nino,c. Salud en la niñez,"Para tratar la tos, le dio descongestionante o algo para calmar la tos",factor,,,1;2;3,,
tos_tratamiento_bajarfiebre,tos_tratamiento_bajarfiebre,nino,c. Salud en la niñez,"Para tratar la tos, le dio algo para bajar la fiebre",factor,,,1;2;3,,
tos_tratamiento_antibioticos,tos_tratamiento_antibioticos,nino,c. Salud en la niñez,"Para tratar la tos, le dio antibióticos",factor,,,1;2;3,,
tos_tratamiento_zinc,tos_tratamiento_zinc,nino,c. Salud en la niñez,"Para tratar la tos, le dio zinc",factor,,,1;2;3,,
tos_tratamiento_remedios,tos_tratamiento_remedios,nino,c. Salud en la niñez,"Para tratar la tos, le dio remedios caseros",factor,,,2;3;98,,
tos_tratamiento_hospital,tos_tratamiento_hospital,nino,c. Salud en la niñez,"Para tratar la tos, le hospitalizaron",binary,,,1;2,,
tos_notratamiento_razon,tos_notratamiento_razon,nino,c. Salud en la niñez,Porque no hizo nada para aliviar la tos del niño,factor,,,1;2;3;4;7;9,,
tos_notratamiento_razon_otro,tos_notratamiento_razon_otro,nino,c. Salud en la niñez,Otra razón por no hacer nada para aliviar la tos del niño,text,,,,,
fiebre_tenido_2semanas,fiebre_tenido_2semanas,nino,c. Salud en la niñez,El niño ha tenido fiebre en las últimas 2 semanas,binary,,,1;2,,
di_libros,DI_libros,nino,c. Salud en la niñez,Número de libros de niños o libros con dibujos que tiene,numeric_continuous,0,18,,,bounds inferred from observed range with buffer; requires review
di_juega_juguetes_cas,DI_juega_juguetes_cas,nino,c. Salud en la niñez,"El niño juega con juguetes caseros tales como muñecas, carritos u otros juguetes hechos en casa",factor,,,1;2;99,,
di_juega_juguetes_fab,DI_juega_juguetes_fab,nino,c. Salud en la niñez,El niño juega con juguetes de una tienda o fabricados,factor,,,1;2;99,,
di_juega_objetos_hogar,DI_juega_objetos_hogar,nino,c. Salud en la niñez,"El niño juega con objetos del hogar como tazones u ollas, u objetos que se encuentran en el exterior del hogar, como palos, piedras, conchas de animales u hojas",factor,,,1;2;99,,
di_3m_voltea_sigue,DI_3m_voltea_sigue,nino,c. Salud en la niñez,Hace lo siguiente su hijo menor de tres meses: Su niño(a) voltea o sigue colores fuertes o sonidos?,binary,,,1;2,,
di_3m_juega_sonreir,DI_3m_juega_sonreir,nino,c. Salud en la niñez,Hace lo siguiente su hijo menor de tres meses: Usted juega con su niño(a) para hacerlo sonreír?,binary,,,1;2,,
di_3m_llora_atiende,DI_3m_llora_atiende,nino,c. Salud en la niñez,"Hace lo siguiente su hijo menor de tres meses: cuando escucha que su niño(a) llora, lo atiende pronto",binary,,,1;2,,
di_3m_llora_abraza,DI_3m_llora_abraza,nino,c. Salud en la niñez,"Hace lo siguiente su hijo menor de tres meses: cuando escucha que su niño(a) llora, lo abraza",binary,,,1;2,,
di_3m_llora_mece,DI_3m_llora_mece,nino,c. Salud en la niñez,"Hace lo siguiente su hijo menor de tres meses: cuando escucha que su niño(a) llora, lo mece",binary,,,1;2,,
di_3m_llora_deja,DI_3m_llora_deja,nino,c. Salud en la niñez,"Hace lo siguiente su hijo menor de tres meses: cuando escucha que su niño(a) llora, lo deja llorar",binary,,,1;2,,
di_3m6m_aplauso,DI_3m6m_aplauso,nino,c. Salud en la niñez,Hace lo siguiente su hijo de tres a seis meses: Imita su niño(a) movimientos de aplauso?,binary,,,1;2,,
di_3m6m_repite,DI_3m6m_repite,nino,c. Salud en la niñez,"Hace lo siguiente su hijo de tres a seis meses: Repite sonidos (responde) si usted platica con él(ella)? (da, ka, ga, etc.)",binary,,,1;2,,
di_3m6m_hablar_cargar,DI_3m6m_hablar_cargar,nino,c. Salud en la niñez,Hace lo siguiente su hijo de tres a seis meses: Permite a su niño(a) que le hablen y que lo carguen otras personas sin llorar?,binary,,,1;2,,
di_6m9m_sienta,DI_6m9m_sienta,nino,c. Salud en la niñez,Hace lo siguiente su hijo de seis a nueve meses: Se sienta? (con o sin apoyo),binary,,,1;2,,
di_6m9m_carga_atras,DI_6m9m_carga_atras,nino,c. Salud en la niñez,Hace lo siguiente su hijo de seis a nueve meses: Cómo carga a su bebé la mayor parte del tiempo? Atrás,binary,,,1;2,,
di_6m9m_carga_adelante,DI_6m9m_carga_adelante,nino,c. Salud en la niñez,Hace lo siguiente su hijo de seis a nueve meses: Cómo carga a su bebé la mayor parte del tiempo? Adelante,binary,,,1;2,,
di_6m9m_canta_baila,DI_6m9m_canta_baila,nino,c. Salud en la niñez,"Hace lo siguiente su hijo de seis a nueve meses: Le canta usted canciones a su bebé, o baila con su bebé?",binary,,,1;2,,
di_9m12m_para,DI_9m12m_para,nino,c. Salud en la niñez,"Hace lo siguiente su hijo de nueve a doce meses: Gatea, se arrastra o se para con ayuda?",binary,,,1;2,,
di_9m12m_saluda,DI_9m12m_saluda,nino,c. Salud en la niñez,Hace lo siguiente su hijo de nueve a doce meses: Dice o hace gesto con la mano de hola y/o adiós para relacionarse con otros?,binary,,,1;2,,
di_9m12m_agarracomida,DI_9m12m_agarracomida,nino,c. Salud en la niñez,Hace lo siguiente su hijo de nueve a doce meses: Agarra la comida con los dedos?,binary,,,1;2,,
di_12m18m_camina,DI_12m18m_camina,nino,c. Salud en la niñez,Hace lo siguiente su hijo de 12 a 18 meses: Su niño(a) camina solo(a) o con ayuda?,binary,,,1;2,,
di_12m18m_repite,DI_12m18m_repite,nino,c. Salud en la niñez,"Hace lo siguiente su hijo de 12 a 18 meses: Repite palabra o nombres de personas, animales o cosas?",binary,,,1;2,,
di_18m24m_corre_tira,DI_18m24m_corre_tira,nino,c. Salud en la niñez,"Hace lo siguiente su hijo de 18 a 24 meses: Su niño(a) corre, o juega pelota o tira y atrapa cosas?",binary,,,1;2,,
di_18m24m_abraza,DI_18m24m_abraza,nino,c. Salud en la niñez,Hace lo siguiente su hijo de 18 a 24 meses: ¿Cómo le expresa usted cariño a su hijo(a)? lo abraza,binary,,,1,,
di_18m24m_juega,DI_18m24m_juega,nino,c. Salud en la niñez,Hace lo siguiente su hijo de 18 a 24 meses: ¿Cómo le expresa usted cariño a su hijo(a)? juega con él o ella,binary,,,1;2,,
di_18m24m_arrulla,DI_18m24m_arrulla,nino,c. Salud en la niñez,Hace lo siguiente su hijo de 18 a 24 meses: ¿Cómo le expresa usted cariño a su hijo(a)? lo arrulla,binary,,,1;2,,
di_18m24m_besa,DI_18m24m_besa,nino,c. Salud en la niñez,Hace lo siguiente su hijo de 18 a 24 meses: ¿Cómo le expresa usted cariño a su hijo(a)? lo besa,binary,,,1;2,,
di_18m24m_acaricia,DI_18m24m_acaricia,nino,c. Salud en la niñez,Hace lo siguiente su hijo de 18 a 24 meses: ¿Cómo le expresa usted cariño a su hijo(a)? lo acaricia,binary,,,1;2,,
di_18m24m_baila,DI_18m24m_baila,nino,c. Salud en la niñez,Hace lo siguiente su hijo de 18 a 24 meses: ¿Cómo le expresa usted cariño a su hijo(a)? baila con él o ella,binary,,,1;2,,
di_18m24m_canta,DI_18m24m_canta,nino,c. Salud en la niñez,Hace lo siguiente su hijo de 18 a 24 meses: ¿Cómo le expresa usted cariño a su hijo(a)? le canta a él o ella,binary,,,1;2,,
di_3dias_leer_madre,DI_3dias_leer_madre,nino,c. Salud en la niñez,"En los pasado 3 días, la madre leyó libros al niño o miró los dibujo en el libro con el niño",binary,,,No;Yes,,
di_3dias_leer_padre,DI_3dias_leer_padre,nino,c. Salud en la niñez,"En los pasado 3 días, el padre leyó libros al niño o miró los dibujo en el libro con el niño",binary,,,No;Yes,,
di_3dias_leer_nadie,DI_3dias_leer_nadie,nino,c. Salud en la niñez,"En los pasado 3 días, nadie leyó libros al niño o miró los dibujo en el libro con el niño",binary,,,No;Yes,,
di_3dias_leer_otro,DI_3dias_leer_otro,nino,c. Salud en la niñez,"En los pasado 3 días, otra persona >15 años leyó libros al niño o miró los dibujo en el libro con el niño",binary,,,No;Yes,,
di_3dias_cuentos_madre,DI_3dias_cuentos_madre,nino,c. Salud en la niñez,"En los pasado 3 días, la madre le contó cuentos al niño",binary,,,No;Yes,,
di_3dias_cuentos_padre,DI_3dias_cuentos_padre,nino,c. Salud en la niñez,"En los pasado 3 días, el padre le contó cuentos al niño",binary,,,No;Yes,,
di_3dias_cuentos_nadie,DI_3dias_cuentos_nadie,nino,c. Salud en la niñez,"En los pasado 3 días, nadie le contó cuentos al niño",binary,,,No;Yes,,
di_3dias_cuentos_otro,DI_3dias_cuentos_otro,nino,c. Salud en la niñez,"En los pasado 3 días, otra persona >15 años le contó cuentos al niño",binary,,,No;Yes,,
di_3dias_cantar_madre,DI_3dias_cantar_madre,nino,c. Salud en la niñez,"En los pasado 3 días, la madre le cantó canciones al niño",binary,,,No;Yes,,
di_3dias_cantar_padre,DI_3dias_cantar_padre,nino,c. Salud en la niñez,"En los pasado 3 días, el padre le cantó canciones al niño",binary,,,No;Yes,,
di_3dias_cantar_nadie,DI_3dias_cantar_nadie,nino,c. Salud en la niñez,"En los pasado 3 días, nadie le cantó canciones al niño",binary,,,No;Yes,,
di_3dias_cantar_otro,DI_3dias_cantar_otro,nino,c. Salud en la niñez,"En los pasado 3 días, otra persona >15 años le cantó canciones al niño",binary,,,No;Yes,,
di_3dias_pasear_madre,DI_3dias_pasear_madre,nino,c. Salud en la niñez,"En los pasado 3 días, la madre llevó al niño a pasear fuera de la casa",binary,,,No;Yes,,
di_3dias_pasear_padre,DI_3dias_pasear_padre,nino,c. Salud en la niñez,"En los pasado 3 días, el padre llevó al niño a pasear fuera de la casa",binary,,,No;Yes,,
di_3dias_pasear_nadie,DI_3dias_pasear_nadie,nino,c. Salud en la niñez,"En los pasado 3 días, nadie llevó al niño a pasear fuera de la casa",binary,,,No;Yes,,
di_3dias_pasear_otro,DI_3dias_pasear_otro,nino,c. Salud en la niñez,"En los pasado 3 días, otra persona >15 años llevó al niño a pasear fuera de la casa",binary,,,No;Yes,,
di_3dias_jugar_madre,DI_3dias_jugar_madre,nino,c. Salud en la niñez,"En los pasado 3 días, la madre jugó con el niño",binary,,,No;Yes,,
di_3dias_jugar_padre,DI_3dias_jugar_padre,nino,c. Salud en la niñez,"En los pasado 3 días, el padre jugó con el niño",binary,,,No;Yes,,
di_3dias_jugar_nadie,DI_3dias_jugar_nadie,nino,c. Salud en la niñez,"En los pasado 3 días, nadie jugó con el niño",binary,,,No;Yes,,
di_3dias_jugar_otro,DI_3dias_jugar_otro,nino,c. Salud en la niñez,"En los pasado 3 días, otra persona >15 años jugó con el niño",binary,,,No;Yes,,
di_3dias_nombrar_madre,DI_3dias_nombrar_madre,nino,c. Salud en la niñez,"En los pasado 3 días, la madre le nombr_x001D_ó, contó, o dibujó cosas al niño o con el niño",binary,,,No;Yes,,
di_3dias_nombrar_padre,DI_3dias_nombrar_padre,nino,c. Salud en la niñez,"En los pasado 3 días, el padre le nombr_x001D_ó, contó, o dibujó cosas al niño o con el niño",binary,,,No;Yes,,
di_3dias_nombrar_nadie,DI_3dias_nombrar_nadie,nino,c. Salud en la niñez,"En los pasado 3 días, nadie le nombr_x001D_ó, contó, o dibujó cosas al niño o con el niño",binary,,,No;Yes,,
di_3dias_nombrar_otro,DI_3dias_nombrar_otro,nino,c. Salud en la niñez,"En los pasado 3 días, otra persona >15 años le nombr_x001D_ó, contó, o dibujó cosas al niño o con el niño",binary,,,No;Yes,,
di_10letras,DI_10letras,nino,c. Salud en la niñez,El niño puede identificar o nombrar por lo menos diez letras de alfabeto,factor,,,1;2;98,,
di_4palabras,DI_4palabras,nino,c. Salud en la niñez,El niño puede leer al menos cuatro palabras sencillas y populares,binary,,,1;2,,
di_10numeros,DI_10numeros,nino,c. Salud en la niñez,El niño sabe el nombre y reconoce el símbolo de todos los números 1 a 10,factor,,,1;2;98,,
di_recoger_pequeno,DI_recoger_pequeno,nino,c. Salud en la niñez,"El niño puede recoger un objeto pequeño con los dedos, como un palo o una piedra del piso",factor,,,1;2;98,,
di_enferemo,DI_enferemo,nino,c. Salud en la niñez,El niño se siente a veces demasiado enfermo como para jugar,binary,,,1;2,,
di_seguir_instr,DI_seguir_instr,nino,c. Salud en la niñez,El niño puede seguir instrucciones sencillas sobre cómo hacer algo correctamente,binary,,,1;2,,
